lat;lon;CODE;CITY;COUNTRY;AVG_TEMP;MONTH
16.45;-95.09;N/A;IZTEPEC;MEXICO;29.23;Juni
-0.91;-89.62;N/A;SAN CRISTOBAL;ECUADOR;24.79;Juni
44.76;-89.12;N/A;SAN SALVADOR;EL SALVADOR;21.83;Juni
12.19;-86.35;N/A;LOS BRASILES;NICARAGUA;28.27;Juni
30.84;-85.18;N/A;MANGOCHI;MALAWI;26.86;Juni
9.96;-84.14;N/A;SAN JOSE;COSTA RICA;22.65;Juni
22.42;-83.68;N/A;PINAR DEL RIO NORTE;CUBA;28.5;Juni
44.45;-83.39;N/A;OSCODA;USA;17.67;Juni
9.73;-82.98;N/A;PANDORA;COSTA RICA;26.8;Juni
23.03;-82.58;N/A;BARACOA PLAYA;CUBA;27.04;Juni
22.87;-82.51;N/A;SAN ANTONIO DE BANOS;CUBA;26.96;Juni
22.97;-82.28;N/A;MANAGUA;CUBA;27.32;Juni
-2.26;-79.69;N/A;TAURA;ECUADOR;25.35;Juni
-7.14;-78.49;N/A;CAJAMARCA;PERU;15.19;Juni
22.46;-78.33;N/A;CUNAGUA;CUBA;29.77;Juni
-11.93;-77.06;N/A;COLLIQUE;PERU;17.93;Juni
-6.02;-76.99;N/A;MOYOBAMBA;PERU;22.25;Juni
39.09;-76.76;N/A;FORT MEADE;USA;22.99;Juni
7.81;-76.72;N/A;CAREPA;COLOMBIA;27.68;Juni
4.76;-75.96;N/A;CARTAGO;COLOMBIA;21.83;Juni
19.91;-75.21;N/A;GUANTANAMO;CUBA;28.09;Juni
-15.36;-75.14;N/A;SAN JUAN;PERU;17.28;Juni
-14.85;-74.96;N/A;NAZCA;PERU;18.2;Juni
4.81;-74.07;N/A;GUAYMARAL;COLOMBIA;13.74;Juni
7.8;-72.2;N/A;SAN CRISTOBAL;VENEZUELA;27.3;Juni
-36.58;-72.03;N/A;CHILLAN;CHILE;8.18;Juni
8.62;-71.67;N/A;MERIDA;VENEZUELA;27.31;Juni
-34.97;-71.22;N/A;CURICO;CHILE;8.29;Juni
7.21;-70.76;N/A;GUASDUALITO;VENEZUELA;25.59;Juni
-33.56;-70.69;N/A;SANTIAGO;CHILE;8.94;Juni
-33.46;-70.55;N/A;SANTIAGO;CHILE;9;Juni
18.5;-69.76;N/A;SAN ISIDORO;DOMINICAN REPUBLIC;25.53;Juni
-17.59;-69.43;N/A;CHARANA;BOLIVIA;2.6;Juni
-32.87;-68.87;N/A;MENDOZA;ARGENTINA;8.66;Juni
45.93;-67.65;N/A;MARACAY;VENEZUELA;16.05;Juni
10.18;-67.56;N/A;MARACAIBO;VENEZUELA;25.24;Juni
-29.22;-67.44;N/A;CHILECITO;ARGENTINA;10.87;Juni
8.92;-67.42;N/A;CALABOZO;VENEZUELA;26.98;Juni
9.91;-67.38;N/A;SAN JUAN DE LOS MORROS;VENEZUELA;25.14;Juni
-14.31;-67.35;N/A;REYES;BOLIVIA;23.64;Juni
-17.96;-67.08;N/A;ORURO;BOLIVIA;5.67;Juni
-0.15;-66.99;N/A;SAO GABRIEL;BRAZIL;25.53;Juni
9.37;-66.92;N/A;CARRIZAL;VENEZUELA;26.66;Juni
10.29;-66.82;N/A;CARACAS;VENEZUELA;23.72;Juni
-30.35;-66.29;N/A;GOBERNADOR GORDILLO;ARGENTINA;12.06;Juni
11.81;-66.18;N/A;LA ORCHILA;VENEZUELA;26.8;Juni
-14.97;-65.63;N/A;SAN IGNACIO DE MOXOS;BOLIVIA;23.03;Juni
-13.76;-65.44;N/A;SANTA ANA;BOLIVIA;24.71;Juni
-33.73;-65.39;N/A;VILLA REYNOLDS;ARGENTINA;8.24;Juni
-10.79;-65.29;N/A;GUAJARA-MIRIM;BRAZIL;25;Juni
-13.26;-64.61;N/A;SAN RAMON;BOLIVIA;24.96;Juni
10.79;-63.98;N/A;ISLA DE COCHE;VENEZUELA;27.85;Juni
-22.62;-63.79;N/A;TARTAGAL;ARGENTINA;15.3;Juni
-34.14;-63.36;N/A;LABOULAYE;ARGENTINA;9.27;Juni
-15.72;-63.09;N/A;ASCENSION DE GUARAYOS;BOLIVIA;22.53;Juni
-32.68;-62.16;N/A;MARCOS JUAREZ;ARGENTINA;10.33;Juni
-37.45;-61.89;N/A;COLONEL SUAREZ;ARGENTINA;8.17;Juni
-35.85;-61.86;N/A;PEHUAJO;ARGENTINA;9.03;Juni
7.25;-61.53;N/A;TUMEREMO;VENEZUELA;24.84;Juni
-5.81;-61.28;N/A;MANICORE;BRAZIL;26.72;Juni
-36.19;-61.08;N/A;BOLIVAR;ARGENTINA;8.65;Juni
-16.38;-60.96;N/A;SAN IGNACIO DE VELASCO;BOLIVIA;21.95;Juni
-34.55;-60.93;N/A;JUNIN;ARGENTINA;9.62;Juni
-22.05;-60.62;N/A;MARISCAL ESTIGARRIBIA;PARAGUAY;19.18;Juni
-24.72;-60.55;N/A;LAS LOMITAS;ARGENTINA;17.82;Juni
-26.76;-60.49;N/A;PRESIDENCIA R.S.PENA;ARGENTINA;15.18;Juni
-38.39;-60.33;N/A;TRES ARROYOS;ARGENTINA;8.33;Juni
-36.89;-60.22;N/A;OLAVARRIA;ARGENTINA;7.64;Juni
-3.15;-59.99;N/A;MANAUS;BRAZIL;27.08;Juni
-18.33;-59.77;N/A;ROBORE;BOLIVIA;21.92;Juni
-29.21;-59.69;N/A;RECONQUISTA;ARGENTINA;14.42;Juni
-62.19;-58.99;N/A;ISLA REY JORGE;ANTARCTICA;-5.03;Juni
-34.56;-58.79;N/A;JOSE C. PAZ;ARGENTINA;12.07;Juni
-34.68;-58.64;N/A;MORON;ARGENTINA;11.84;Juni
-34.61;-58.61;N/A;MORON;ARGENTINA;12.07;Juni
-34.5;-58.6;N/A;BUENOS AIRES;ARGENTINA;12.09;Juni
-34.45;-58.59;N/A;SAN FERNANDO;ARGENTINA;12.09;Juni
-3.13;-58.48;N/A;ITAITUBA;BRAZIL;27.68;Juni
-16.34;-58.4;N/A;SAN MATHIAS;BOLIVIA;23.83;Juni
-26.88;-58.32;N/A;PILAR;PARAGUAY;16.42;Juni
-6.23;-57.78;N/A;JACARE-ACANGA;BRAZIL;27.74;Juni
-36.32;-57.72;N/A;DOLORES;ARGENTINA;8.95;Juni
-30.27;-57.64;N/A;MONTE CASEROS;ARGENTINA;13.97;Juni
-23.44;-57.43;N/A;CONCEPTION;PARAGUAY;19.16;Juni
-35.35;-57.29;N/A;PUNTA INDIO;ARGENTINA;10.27;Juni
-64.24;-56.63;N/A;MARAMBIO BASE;ANTARCTICA;-14.77;Juni
-4.24;-56;N/A;ITAITUBA;BRAZIL;27.75;Juni
-34.86;-55.09;N/A;MALDONADO;URUGUAY;12;Juni
-25.41;-54.62;N/A;ITAIPU;PARAGUAY;17.18;Juni
-15.86;-52.39;N/A;BARRA DO GARCAS;BRAZIL;24.77;Juni
3.86;-51.8;N/A;ST.-GEORGES OYAPOCK;FRENCH GUYANA;25.71;Juni
-20.78;-51.57;N/A;CASTILHO;BRAZIL;21.05;Juni
-27.78;-50.28;N/A;LAJES;BRAZIL;12.9;Juni
-25.18;-50.14;N/A;PONTA GROSSA;BRAZIL;16.1;Juni
-28.73;-49.43;N/A;CRICIUMA;BRAZIL;15.1;Juni
-1.41;-48.46;N/A;BELEM;BRAZIL;27.09;Juni
-23.51;-46.64;N/A;SAO PAULO;BRAZIL;17.6;Juni
-20.7;-46.34;N/A;ALPINOPOLIS;BRAZIL;18.1;Juni
-22.79;-45.21;N/A;GUARATINGUETA;BRAZIL;20.16;Juni
-21.27;-43.76;N/A;BARBACENA;BRAZIL;15.1;Juni
-22.88;-43.38;N/A;RIO DE JANEIRO;BRAZIL;21.77;Juni
-22.81;-42.09;N/A;SAO PEDRO DA ALDEIA;BRAZIL;22.33;Juni
-2.89;-41.73;N/A;PARNAIBA;BRAZIL;28.56;Juni
-14.86;-40.86;N/A;VITORIA DA CONQUISTA;BRAZIL;18.57;Juni
-7.97;-14.39;N/A;WIDE AWAKE;ACORES;26.2;Juni
25.24;-11.59;N/A;BIR MOGHREIN;MAURITANIA;28.78;Juni
31.4;-9.69;N/A;ESSADOUIRA;MOROCCO;19.89;Juni
38.73;-9.36;N/A;CASCAIS;ACORES;20.64;Juni
38.83;-9.34;N/A;SINTRA;ACORES;20.55;Juni
38.72;-9.16;N/A;LISBON;PORTUGAL;20.85;Juni
38.78;-9.14;N/A;LISBON;PORTUGAL;20.72;Juni
38.7;-9.04;N/A;MONTIJO;ACORES;20.86;Juni
38.88;-9.03;N/A;ALVERCA;ACORES;20.73;Juni
39.83;-8.89;N/A;MONTE REAL;ACORES;19.5;Juni
40.92;-8.65;N/A;OVAR;PORTUGAL;18.7;Juni
40.97;-8.65;N/A;OVAR;PORTUGAL;18.59;Juni
40.16;-8.47;N/A;COIMBA;ACORES;18.86;Juni
41.59;-8.45;N/A;BRAGA;ACORES;19.47;Juni
38.08;-7.93;N/A;BEJA (MADEIRA);ACORES;21.66;Juni
38.53;-7.89;N/A;EVORA;ACORES;21.44;Juni
53.3;-6.44;N/A;CASEMENT;IRELAND;13.69;Juni
36.65;-6.35;N/A;ROTA;SPAIN;22.79;Juni
42.59;-5.66;N/A;LEON;SPAIN;17.36;Juni
50.09;-5.26;N/A;CULDROSE;ENGLAND;14.04;Juni
33.51;-5.15;N/A;IFRANE;MOROCCO;18.3;Juni
48.46;-5.06;N/A;OUESSANT;FRANCE;14.38;Juni
51.83;-4.96;N/A;HAVERFORDWEST;ENGLAND;16.43;Juni
54.85;-4.95;N/A;WEST FREUGH;UK;14.68;Juni
53.25;-4.54;N/A;VALLEY;UK;14.08;Juni
48.28;-4.45;N/A;LANVEDOC;FRANCE;15.1;Juni
53.26;-4.37;N/A;MONA;UK;14.08;Juni
48.53;-4.15;N/A;LANDIVISIAU;FRANCE;15.04;Juni
51.09;-4.15;N/A;CHIVENOR;ENGLAND;17.04;Juni
40.37;-3.79;N/A;MADRID;SPAIN;23.15;Juni
40.29;-3.72;N/A;MADRID;SPAIN;23.46;Juni
42.36;-3.62;N/A;BURGOS;SPAIN;16.9;Juni
51.41;-3.44;N/A;ST. ATHAN;UK;14.95;Juni
53.58;-3.06;N/A;WOODVALE;UK;14.49;Juni
35.15;-2.92;N/A;NADOR;MOROCCO;22.73;Juni
53.75;-2.88;N/A;WARTON;UK;14.49;Juni
52.87;-2.53;N/A;TERNHILL;UK;14.4;Juni
10.08;-2.51;N/A;WA;GHANA;27.58;Juni
46.72;-2.39;N/A;ILE D'YEU;FRANCE;20.15;Juni
47.29;-2.35;N/A;LA BAULE;FRANCE;19.22;Juni
52.64;-2.31;N/A;COSFORD;ENGLAND;14.41;Juni
53.34;-2.15;N/A;WOODFORT;ENGLAND;14.67;Juni
51.67;-2.06;N/A;PAILTON;UK;14.89;Juni
38.95;-1.86;N/A;ALBACETE;SPAIN;21.86;Juni
51.15;-1.75;N/A;BOSCOMBE DOWN;ENGLAND;17.33;Juni
48.88;-1.56;N/A;GRANVILLE;FRANCE;18.13;Juni
54.29;-1.54;N/A;LEEMING;ENGLAND;14.13;Juni
54.14;-1.42;N/A;DISHFORTH;ENGLAND;14.17;Juni
54.21;-1.38;N/A;TOPCLIFFE;UK;14.11;Juni
54.05;-1.25;N/A;LINTON-ON-OUSE;ENGLAND;14.26;Juni
37.95;-1.23;N/A;MURCIA;SPAIN;24.87;Juni
44.15;-1.17;N/A;MIMIZAN;FRANCE;19.65;Juni
44.53;-1.13;N/A;CAZAUX;FRANCE;21.37;Juni
51.68;-1.08;N/A;BENSON;ENGLAND;17.35;Juni
52.92;-1.08;N/A;NOTTINGHAM;ENGLAND;17.54;Juni
52.61;-1.03;N/A;LEICESTER;ENGLAND;17.4;Juni
53.56;-0.86;N/A;SANDTOFT;UK;16.61;Juni
35.74;-0.81;N/A;BOU SFER;ALGERIA;22.22;Juni
51.38;-0.78;N/A;BRACKNELL;ENGLAND;9.78;Juni
52.74;-0.65;N/A;COTTESMORE;ENGLAND;17.35;Juni
52.07;-0.62;N/A;CRANFIELD;ENGLAND;17.85;Juni
35.17;-0.59;N/A;SIDI BEL ABBES;ALGERIA;25.17;Juni
53.72;-0.57;N/A;BROUGH;ENGLAND;17.15;Juni
52.96;-0.56;N/A;BARKSTON HEATH;ENGLAND;14.72;Juni
53.31;-0.55;N/A;SCAMPTON;UK;14.72;Juni
51.12;-0.53;N/A;DUNSFOLD;ENGLAND;15.42;Juni
43.91;-0.51;N/A;MONT-DE-MARSAN;FRANCE;19.32;Juni
52.61;-0.48;N/A;WITTERING;UK;17.46;Juni
53.03;-0.48;N/A;CRANWELL;ENGLAND;14.71;Juni
43.71;-0.25;N/A;AIRE-SUR-L'ADOUR;FRANCE;19.32;Juni
52.47;-0.25;N/A;PETERBOROUGH;ENGLAND;17.44;Juni
33.54;-0.24;N/A;MECHERIA;ALGERIA;25.27;Juni
52.36;-0.11;N/A;WYTON;UK;17.05;Juni
-90;0;N/A;STEPHEN'S ISLAND;NEW ZEALAND;-58.07;Juni
51.72;0.15;N/A;NORTH WEALD;UK;18.21;Juni
52.41;0.56;N/A;LAKENHEATH;ENGLAND;15.42;Juni
43.69;0.6;N/A;AUCH;FRANCE;22;Juni
35.75;0.63;N/A;RELIZANE;ALGERIA;24.59;Juni
52.13;0.96;N/A;WATTISHAM;UK;14.96;Juni
20.25;0.98;N/A;TESSALIT;MALI;36.7;Juni
50.14;1.83;N/A;ABBEVILLE;FRANCE;15.58;Juni
49.87;2.39;N/A;AMIENS;FRANCE;17.27;Juni
47.05;2.63;N/A;AVORD;FRANCE;18.33;Juni
50.62;2.64;N/A;MERVILLE;FRANCE;16.59;Juni
51.09;2.65;N/A;KOKSIJDE;BELGIUM;17.84;Juni
48.61;2.67;N/A;MELUN;FRANCE;18.04;Juni
39.55;2.73;N/A;SON BONET;SPAIN;14.34;Juni
39.55;2.74;N/A;SON BONET;SPAIN;11.87;Juni
36.5;2.81;N/A;BLIDA;ALGERIA;12.16;Juni
48.59;3.01;N/A;NANGIS;FRANCE;20.3;Juni
48.84;3.02;N/A;COULOMMIERS;FRANCE;20.3;Juni
49.87;3.03;N/A;PERONNE;FRANCE;18.27;Juni
50.22;3.15;N/A;CAMBRAI;FRANCE;18.07;Juni
49.76;3.21;N/A;ST.-SIMON;FRANCE;18.52;Juni
50.14;3.26;N/A;CAMBRAI;FRANCE;18.07;Juni
47.99;3.39;N/A;JOIGNY;FRANCE;18.43;Juni
50.33;3.46;N/A;VALENCIENNES;FRANCE;18.07;Juni
51.14;3.47;N/A;URSEL;BELGIUM;18.85;Juni
50.58;3.83;N/A;CHIEVRES;BELGIUM;17.5;Juni
46.41;4.01;N/A;ST.-YAN;FRANCE;21.28;Juni
50.31;4.03;N/A;MAUBEUGE;FRANCE;18.16;Juni
48.78;4.18;N/A;CHALONS;FRANCE;18.75;Juni
35.33;4.21;N/A;BOU SAADA;ALGERIA;28.95;Juni
49.78;4.65;N/A;CHARLEVILLE;FRANCE;18.18;Juni
50.24;4.65;N/A;FLORENNES;BELGIUM;17.76;Juni
51.27;4.76;N/A;ZOERSEL;BELGIUM;19.1;Juni
50.76;4.77;N/A;BEAUVECHAIN;BELGIUM;16.6;Juni
47.01;4.89;N/A;BEAUNE;FRANCE;18.41;Juni
51.57;4.93;N/A;GILZE-RIJEN;NETHERLANDS;18.92;Juni
50.79;5.19;N/A;SINT-TRUIDEN;BELGIUM;18.74;Juni
49.89;5.23;N/A;BERTRIX;BELGIUM;16.5;Juni
51.17;5.47;N/A;KLEINE BROGEL;BELGIUM;19.07;Juni
47.34;5.51;N/A;BROYE-LES-PESMES;FRANCE;18.36;Juni
52.46;5.53;N/A;LELYSTAD;NETHERLANDS;18.22;Juni
50.95;5.59;N/A;ZUTENDAAL;BELGIUM;16.88;Juni
51.26;5.6;N/A;WEERT;NETHERLANDS;19.07;Juni
61.39;5.76;N/A;FORDE;NORWAY;13.74;Juni
52.06;5.87;N/A;DEELEN;NETHERLANDS;18.5;Juni
48.58;5.96;N/A;NANCY;FRANCE;17.08;Juni
47.64;6.2;N/A;VESOUL-FROTEY;FRANCE;20.58;Juni
46.9;6.33;N/A;PONTARLIER;FRANCE;15.5;Juni
36.11;6.36;N/A;TELERGMA;ALGERIA;22.79;Juni
47.78;6.36;N/A;LUXEUIL;FRANCE;20.58;Juni
60.64;6.5;N/A;BOMOEN;NORWAY;16.38;Juni
50.41;6.53;N/A;DAHLEMER BINZ;GERMANY;14.62;Juni
51.53;6.54;N/A;KAMP;GERMANY;17.21;Juni
47.7;6.55;N/A;LURE;FRANCE;19.93;Juni
50.83;6.66;N/A;NOERVENICH;GERMANY;17.27;Juni
47.08;6.79;N/A;LES EPLATURES;SWITZERLAND;16.3;Juni
47.49;6.79;N/A;MONTBELIARD;FRANCE;19.04;Juni
46.84;6.92;N/A;PAYERNE;SWITZERLAND;17.38;Juni
50.17;7.06;N/A;BUECHEL;GERMANY;15.55;Juni
46.49;7.25;N/A;SAANEN;SWITZERLAND;15.7;Juni
50.37;7.32;N/A;MENDIG;GERMANY;17.54;Juni
52.29;7.39;N/A;RHEINE-BRENTLANGE;GERMANY;16.58;Juni
49.21;7.4;N/A;ZWEIBRUECKEN;GERMANY;16.96;Juni
47.18;7.42;N/A;GRENCHEN;SWITZERLAND;18.4;Juni
53.27;7.44;N/A;LEER;GERMANY;15.45;Juni
52.34;7.54;N/A;HOPSTEN;GERMANY;16.58;Juni
53.55;7.67;N/A;WITTMUNDHAFEN;GERMANY;15.56;Juni
46.61;7.68;N/A;ZURICH AREA;SWITZERLAND;15.4;Juni
46.3;7.71;N/A;TURTMANN;SWITZERLAND;3.4;Juni
46.3;7.82;N/A;RARON;SWITZERLAND;2.9;Juni
48.79;7.82;N/A;HAGUENAU;FRANCE;18.54;Juni
48.02;7.83;N/A;FREIBURG;GERMANY;18.95;Juni
46.68;7.88;N/A;INTERLAKEN;SWITZERLAND;15.4;Juni
53.53;7.89;N/A;JEVER;GERMANY;15.53;Juni
50.71;8.08;N/A;SIEGERLAND;GERMANY;14.69;Juni
49.97;8.15;N/A;MAINZ;GERMANY;18.54;Juni
46.94;8.28;N/A;ALPNACH;SWITZERLAND;17.98;Juni
47.09;8.31;N/A;EMMEN;SWITZERLAND;17.9;Juni
48.98;8.33;N/A;KARLSRUHE;GERMANY;10.04;Juni
50.05;8.33;N/A;WIESBADEN;GERMANY;18.55;Juni
52.59;8.34;N/A;DIEPHOLZ;GERMANY;16.47;Juni
49.61;8.37;N/A;WORMS;GERMANY;18.74;Juni
49.56;8.46;N/A;COLEMAN;GERMANY;18.85;Juni
47.38;8.57;N/A;ZURICH;SWITZERLAND;17.24;Juni
49.96;8.64;N/A;EGELSBACH;GERMANY;18.59;Juni
53.77;8.66;N/A;NORDHOLZ;GERMANY;15.52;Juni
51.04;8.68;N/A;ALLENDORF;GERMANY;15.95;Juni
52.28;9.08;N/A;BRUECKEBURG;GERMANY;16.85;Juni
56.55;9.17;N/A;SKIVE;DENMARK;17.55;Juni
59.57;9.21;N/A;NOTODDEN;NORWAY;17.3;Juni
54.87;9.28;N/A;KRUSA-PADBORG;DENMARK;15.02;Juni
55.44;9.33;N/A;KOLDING;DENMARK;16.39;Juni
54.63;9.34;N/A;EGGEBECK;GERMANY;15.05;Juni
48.05;9.37;N/A;MENGEN;GERMANY;15.93;Juni
54.77;9.38;N/A;FLENSBURG;GERMANY;15.02;Juni
52.46;9.43;N/A;WUNSTORF;GERMANY;16.86;Juni
54.46;9.52;N/A;SCHLESWIG;GERMANY;15.23;Juni
54.31;9.54;N/A;HOHN;GERMANY;15.25;Juni
53.99;9.58;N/A;ITZEHOE;GERMANY;15.51;Juni
54.22;9.6;N/A;RENDSBURG;GERMANY;15.25;Juni
48.11;9.76;N/A;BIBERACH;GERMANY;17.11;Juni
49.12;9.78;N/A;SCHWAEBISCH HALL;GERMANY;16.71;Juni
37.25;9.79;N/A;BIZERTE;TUNISIA;25.1;Juni
36.72;9.94;N/A;BORDJ EL AMRI;TUNISIA;12.2;Juni
52.18;9.95;N/A;HILDESHEIM;GERMANY;16.14;Juni
49.39;9.96;N/A;NIEDERSTETTEN;GERMANY;16.7;Juni
47.86;10.01;N/A;LEUTKIRCH;GERMANY;16.06;Juni
52.92;10.18;N/A;FASSBERG;GERMANY;8.73;Juni
49.74;10.2;N/A;KITZINGEN;GERMANY;18.08;Juni
47.99;10.24;N/A;MEMMINGEN;GERMANY;16.27;Juni
48.78;10.26;N/A;AALEN-HEIDENHEIM;GERMANY;17.09;Juni
32.31;10.38;N/A;REMADA;TUNISIA;31.6;Juni
50.99;10.47;N/A;EISENACH;GERMANY;15.65;Juni
50.02;10.53;N/A;HASSFURT;GERMANY;16.07;Juni
59.38;10.79;N/A;RYGGE;NORWAY;17.45;Juni
48.19;10.86;N/A;LECHFELD;GERMANY;16.69;Juni
48.07;10.91;N/A;LANDSBERG;GERMANY;16.92;Juni
49.92;10.91;N/A;BAMBERG;GERMANY;17.38;Juni
59.97;11.04;N/A;KJELLER;NORWAY;15.31;Juni
49.22;11.1;N/A;ROTH;GERMANY;8.56;Juni
49.79;11.13;N/A;BURG FEUERSTEIN;GERMANY;16.34;Juni
48.71;11.21;N/A;NEUBURG;GERMANY;17.35;Juni
51.86;11.42;N/A;COCHSTEDT;GERMANY;17.05;Juni
48.72;11.53;N/A;INGOLSTADT;GERMANY;17.35;Juni
52.07;11.63;N/A;MAGDEBURG;GERMANY;17.3;Juni
50.92;11.71;N/A;JENA;GERMANY;17.76;Juni
49.63;11.77;N/A;VILSECK;GERMANY;17.11;Juni
49.86;11.79;N/A;ROSENTHAL;GERMANY;6.2;Juni
49.22;11.84;N/A;HOHENFELS;GERMANY;4.5;Juni
51.36;11.94;N/A;MUEHLHAUSEN;GERMANY;17.3;Juni
48.32;11.95;N/A;ERDING;GERMANY;17.19;Juni
51.72;11.96;N/A;KOETHEN;GERMANY;17.55;Juni
51.55;12.05;N/A;HALLE;GERMANY;17.39;Juni
51.83;12.19;N/A;DESSAU;GERMANY;17.55;Juni
55.77;12.34;N/A;VAERLOSE;DENMARK;15.79;Juni
55.94;12.38;N/A;GRONHOLT;DENMARK;15.82;Juni
52.92;12.43;N/A;KYRITZ;GERMANY;4.41;Juni
48.9;12.52;N/A;STRAUBING;GERMANY;17.47;Juni
13.37;12.63;N/A;DIFFA;NIGER;33.04;Juni
59.68;12.64;N/A;ARVIKA;SWEDEN;16.46;Juni
51.33;12.66;N/A;NEUBRANDENBURG;GERMANY;17.67;Juni
61.87;12.69;N/A;IDRE;SWEDEN;13.7;Juni
58.43;12.71;N/A;SATENAS;SWEDEN;16.9;Juni
53.31;12.75;N/A;RECHLIN-LAERZ;GERMANY;16.5;Juni
18.97;12.87;N/A;DIRKOU;NIGER;34.84;Juni
52.2;13.16;N/A;SCHOENHAGEN;GERMANY;17.49;Juni
51.77;13.17;N/A;HOLZDORF;GERMANY;4.8;Juni
58.41;13.26;N/A;HASSLOSA;SWEDEN;16.94;Juni
49.68;13.27;N/A;LINE;CZECH REPUBLIC;19.28;Juni
53.6;13.31;N/A;NEUBRANDENBURG;GERMANY;16.28;Juni
51.29;13.36;N/A;RIESA;GERMANY;17.28;Juni
51.31;13.56;N/A;SUHL;GERMANY;17;Juni
60.02;13.58;N/A;HAGFORS;SWEDEN;18.6;Juni
53.83;13.67;N/A;ANKLAM;GERMANY;16.39;Juni
51.61;13.74;N/A;SOEST;GERMANY;17.27;Juni
52.58;13.92;N/A;STRAUSBERG;GERMANY;17.35;Juni
48.18;14.04;N/A;WELS;AUSTRIA;18.34;Juni
56.18;14.13;N/A;KNISLINGE;SWEDEN;17.1;Juni
57.29;14.14;N/A;HAGSHULT;SWEDEN;18.6;Juni
53.88;14.15;N/A;HERINGSDORF;GERMANY;16.36;Juni
51.77;14.29;N/A;COTTBUS;GERMANY;9.28;Juni
35.92;14.42;N/A;MALTA ACC;MALTA;11.3;Juni
48.95;14.43;N/A;CESKE BUDEJOVICE;CZECH REPUBLIC;18.83;Juni
58.51;14.51;N/A;KARLSBORG;SWEDEN;16.6;Juni
51.89;14.53;N/A;COTTBUS;GERMANY;17.99;Juni
50.12;14.54;N/A;PRAHA;CZECH REPUBLIC;17.84;Juni
51.66;14.63;N/A;PRESCHEN;GERMANY;17.58;Juni
53.39;14.63;N/A;SZCZECHIN;POLAND;16.85;Juni
49.25;14.71;N/A;SOBESLAV;CZECH REPUBLIC;18.83;Juni
61.19;14.71;N/A;ORSA;SWEDEN;16;Juni
47.2;14.74;N/A;ZELTWEG;AUSTRIA;19.25;Juni
63.13;14.8;N/A;OPTAND;SWEDEN;11.72;Juni
40.62;14.91;N/A;SALERNO;ITALY;26.23;Juni
51.36;14.95;N/A;ROTHENBURG/OL;GERMANY;17.01;Juni
50.54;15.01;N/A;MNICHOVO HRADISTE;CZECH REPUBLIC;15.94;Juni
65.81;15.08;N/A;HEMAVAN;SWEDEN;12.43;Juni
46.47;15.12;N/A;SLOVENJ GRADEC;SLOVENIA;20.6;Juni
49.94;15.38;N/A;CASLAV;CZECH REPUBLIC;19.99;Juni
46.99;15.44;N/A;GRAZ;AUSTRIA;19.18;Juni
58.4;15.53;N/A;LINKOEPING;SWEDEN;14.8;Juni
49.68;15.68;N/A;CHOTEBOR;CZECH REPUBLIC;15.72;Juni
53.79;15.83;N/A;SHAPAJA;PERU;18.38;Juni
50.25;15.85;N/A;HRADEC KRALOVE;CZECH REPUBLIC;20.05;Juni
58.61;16.1;N/A;NORRKOEPING;SWEDEN;17.73;Juni
48.32;16.11;N/A;LANGENLEBARN;AUSTRIA;19.64;Juni
49.17;16.13;N/A;NAMEST;CZECH REPUBLIC;19.4;Juni
47.84;16.26;N/A;WIENER NEUSTADT OST;AUSTRIA;22;Juni
54.04;16.26;N/A;KOSZALIN;POLAND;18.03;Juni
58.79;16.57;N/A;BJORKVIK;SWEDEN;17.47;Juni
59.35;16.71;N/A;ESKILSTUNA;SWEDEN;17.38;Juni
62.48;17;N/A;SATTNA;SWEDEN;13.32;Juni
48.4;17.12;N/A;MALACKY;SLOVAKIA;21.88;Juni
46.69;17.16;N/A;SARMELLEK;HUNGARY;19.35;Juni
49.03;17.44;N/A;KUNOVICE;CZECH REPUBLIC;19.64;Juni
47.36;17.5;N/A;PAPA;HUNGARY;21.83;Juni
46.39;17.73;N/A;KAPOSVAR;HUNGARY;22.3;Juni
59.42;17.89;N/A;STOCKHOLM;SWEDEN;15.66;Juni
59.18;17.91;N/A;STOCKHOLM;SWEDEN;15.27;Juni
46.39;17.92;N/A;TASZAR;HUNGARY;22.3;Juni
-32.96;17.97;N/A;SALDANHA;SOUTH AFRICA;12.81;Juni
47.08;17.97;N/A;AZENTKILYSZABADJA;HUNGARY;22.21;Juni
48.87;17.99;N/A;TRENCIN;SLOVAKIA;19.07;Juni
-32.97;18.16;N/A;LANGEBAANWEG;SOUTH AFRICA;12.79;Juni
46.3;18.77;N/A;OCSENY;HUNGARY;5.67;Juni
47.35;18.98;N/A;TOKOL;HUNGARY;20.75;Juni
50.24;19.04;N/A;KATOWICE;POLAND;19;Juni
47.57;19.34;N/A;GODOLLO;HUNGARY;20.65;Juni
-31.5;19.73;N/A;CALVINIA;SOUTH AFRICA;10.63;Juni
46.92;19.75;N/A;KECSKEMET;HUNGARY;22.5;Juni
-33.81;19.9;N/A;ROBERTSON;SOUTH AFRICA;13.08;Juni
65.88;20.15;N/A;VIDSEL;SWEDEN;15.62;Juni
47.12;20.24;N/A;SZOLNOK;HUNGARY;23.04;Juni
-34.56;20.25;N/A;OVERBERG;SOUTH AFRICA;14.2;Juni
67.77;20.26;N/A;KALIXFORS;SWEDEN;13;Juni
45.15;21.31;N/A;VRSAC;YUGOSLAVIA;22.87;Juni
